table_name,table_doc_file,schema,object,module,starts_with
dbo.SXAAMFacilityID,Tbl_8f1c25e0b0dc487199a5dcec36dfd983.htm,dbo,SXAAMFacilityID,SXAAMFacilityID,SXAAMFac
dbo.SXAAMFacilityVisitTypeDefaultLocnXREF,Tbl_119b3c8d33de4cad964383a4126de94b.htm,dbo,SXAAMFacilityVisitTypeDefaultLocnXREF,SXAAMFacilityVisitTypeDefaultLocnXREF,SXAAMFac
dbo.SXAAMFindPatientCriteriaSource,Tbl_011ba2f94ce84800922f53cdd45d4ab2.htm,dbo,SXAAMFindPatientCriteriaSource,SXAAMFindPatientCriteriaSource,SXAAMFin
dbo.SXAAMFindPatientDuplicateCheckCriteria,Tbl_f204920498534a73a72dbc52b1f063af.htm,dbo,SXAAMFindPatientDuplicateCheckCriteria,SXAAMFindPatientDuplicateCheckCriteria,SXAAMFin
dbo.SXAAMFindPatientSearchEngineXREF,Tbl_67ec397a0a174157b3d977b0a19a93c8.htm,dbo,SXAAMFindPatientSearchEngineXREF,SXAAMFindPatientSearchEngineXREF,SXAAMFin
dbo.SXAAMFormMLM,Tbl_87508ba3b6884068b7f43757636a776a.htm,dbo,SXAAMFormMLM,SXAAMFormMLM,SXAAMFor
dbo.SXAAMFreeTextCareProvider,Tbl_b0dcbc4e06da4837b974269706dacc69.htm,dbo,SXAAMFreeTextCareProvider,SXAAMFreeTextCareProvider,SXAAMFre
dbo.SXAAMGenderIdentity,Tbl_e2694105fbb34716ae2e964a775a4904.htm,dbo,SXAAMGenderIdentity,SXAAMGenderIdentity,SXAAMGen
dbo.SXAAMGroupPractice,Tbl_8c547ede526340bcb7dc50cc774e7551.htm,dbo,SXAAMGroupPractice,SXAAMGroupPractice,SXAAMGro
dbo.SXAAMGroupPracticeCommonSetting,Tbl_aab059b200624a498cd0449cf7d54e90.htm,dbo,SXAAMGroupPracticeCommonSetting,SXAAMGroupPracticeCommonSetting,SXAAMGro
dbo.SXAAMGroupPracticeIdty,Tbl_76c9e20545c24fbbaf53806bbabe7907.htm,dbo,SXAAMGroupPracticeIdty,SXAAMGroupPracticeIdty,SXAAMGro
dbo.SXAAMGroupPracticeLocation,Tbl_9c7322574bf0465f8c746a5f3737e2d5.htm,dbo,SXAAMGroupPracticeLocation,SXAAMGroupPracticeLocation,SXAAMGro
dbo.SXAAMGroupPracticeLocationIdty,Tbl_73f018737d4b4c679ac52dd776189753.htm,dbo,SXAAMGroupPracticeLocationIdty,SXAAMGroupPracticeLocationIdty,SXAAMGro
dbo.SXAAMGroupPracticeLocationInsException,Tbl_ba7de6cbb66743489bcbc54acbc7e24b.htm,dbo,SXAAMGroupPracticeLocationInsException,SXAAMGroupPracticeLocationInsException,SXAAMGro
dbo.SXAAMGroupPracticeLocationPhoneXREF,Tbl_6c63b63d28114eca9b51875ee75ff232.htm,dbo,SXAAMGroupPracticeLocationPhoneXREF,SXAAMGroupPracticeLocationPhoneXREF,SXAAMGro
dbo.SXAAMGroupPracticeLocationProviderXREF,Tbl_8e7abcd9d9214c75a8f2bc18ecf0bcea.htm,dbo,SXAAMGroupPracticeLocationProviderXREF,SXAAMGroupPracticeLocationProviderXREF,SXAAMGro
dbo.SXAAMGroupPracticeLocationSpecialtyXREF,Tbl_daaec76f4bfe4bd49c0eb07c8e5a782a.htm,dbo,SXAAMGroupPracticeLocationSpecialtyXREF,SXAAMGroupPracticeLocationSpecialtyXREF,SXAAMGro
dbo.SXAAMGuarantor,Tbl_633e309c4c87477fad97e4cedb0aa8ce.htm,dbo,SXAAMGuarantor,SXAAMGuarantor,SXAAMGua
dbo.SXAAMHispanic,Tbl_8c833722367c4b6b8c9f3ffb50347ba5.htm,dbo,SXAAMHispanic,SXAAMHispanic,SXAAMHis
dbo.SXAAMIDSource,Tbl_41dad4589df8415bbf6ba73b427668a0.htm,dbo,SXAAMIDSource,SXAAMIDSource,SXAAMIDS
dbo.SXAAMInsuranceCarrier,Tbl_b1db2f1ab948400093d5f073fde53e61.htm,dbo,SXAAMInsuranceCarrier,SXAAMInsuranceCarrier,SXAAMIns
dbo.SXAAMInsuranceColumnConfig,Tbl_7d1b826513a64b85891733863857fb76.htm,dbo,SXAAMInsuranceColumnConfig,SXAAMInsuranceColumnConfig,SXAAMIns
dbo.SXAAMInsuranceType,Tbl_532bf8cc7dbd455a99b965b6b26084ac.htm,dbo,SXAAMInsuranceType,SXAAMInsuranceType,SXAAMIns
dbo.SXAAMInsuranceUDDIFormField,Tbl_b926b066d9f344ec8de0a00654aa164e.htm,dbo,SXAAMInsuranceUDDIFormField,SXAAMInsuranceUDDIFormField,SXAAMIns
dbo.SXAAMLanguageAbilityProficiency,Tbl_7d85de394cb540db988f30036ad94fb7.htm,dbo,SXAAMLanguageAbilityProficiency,SXAAMLanguageAbilityProficiency,SXAAMLan
dbo.SXAAMLocationAccommodation,Tbl_980ffbb6b2294f2ca2ed575a759da86b.htm,dbo,SXAAMLocationAccommodation,SXAAMLocationAccommodation,SXAAMLoc
dbo.SXAAMLocationFQHC,Tbl_c3e0a3a37f2b45e38311fc069821111b.htm,dbo,SXAAMLocationFQHC,SXAAMLocationFQHC,SXAAMLoc
dbo.SXAAMLocationFacilityForEpisodeXREF,Tbl_6d82aa4760ac4ceebffc71f52c2cc947.htm,dbo,SXAAMLocationFacilityForEpisodeXREF,SXAAMLocationFacilityForEpisodeXREF,SXAAMLoc
dbo.SXAAMLocationPhoneXRef,Tbl_7125e3adb87246689379ef2ae759768c.htm,dbo,SXAAMLocationPhoneXRef,SXAAMLocationPhoneXRef,SXAAMLoc
dbo.SXAAMLocationServiceExcludedXREF,Tbl_52d4b4cac1b247a2b23571ad1ff74a57.htm,dbo,SXAAMLocationServiceExcludedXREF,SXAAMLocationServiceExcludedXREF,SXAAMLoc
dbo.SXAAMLocationStatus,Tbl_7aec4425dcca466ebabd3967bd854eaf.htm,dbo,SXAAMLocationStatus,SXAAMLocationStatus,SXAAMLoc
dbo.SXAAMLocnCharacteristic,Tbl_18ccf28fdbeb4b73a7cc60dc46d2a9e0.htm,dbo,SXAAMLocnCharacteristic,SXAAMLocnCharacteristic,SXAAMLoc
dbo.SXAAMLocnCharacteristicClientVisitXREF,Tbl_85adc4aafb8c49f9bd2fe6c7abd57d5e.htm,dbo,SXAAMLocnCharacteristicClientVisitXREF,SXAAMLocnCharacteristicClientVisitXREF,SXAAMLoc
dbo.SXAAMLocnCharacteristicLocationXRef,Tbl_b43ca13a01d545caa46f75f29514f18f.htm,dbo,SXAAMLocnCharacteristicLocationXRef,SXAAMLocnCharacteristicLocationXRef,SXAAMLoc
dbo.SXAAMLocnRelatedLocnXREF,Tbl_785e77a5214d4746b2b7466ea7ee46b7.htm,dbo,SXAAMLocnRelatedLocnXREF,SXAAMLocnRelatedLocnXREF,SXAAMLoc
dbo.SXAAMLocnSearchColumn,Tbl_328910faa41c4899aba10648dbbda9ef.htm,dbo,SXAAMLocnSearchColumn,SXAAMLocnSearchColumn,SXAAMLoc
dbo.SXAAMLocnSearchColumnFacilityXREF,Tbl_6ded3ed5fa5c4c7b9e599cb3371ab433.htm,dbo,SXAAMLocnSearchColumnFacilityXREF,SXAAMLocnSearchColumnFacilityXREF,SXAAMLoc
dbo.SXAAMMSPConfiguration,Tbl_85727dcf9f7b495592e2a770384dc1b3.htm,dbo,SXAAMMSPConfiguration,SXAAMMSPConfiguration,SXAAMMSP
dbo.SXAAMMSPConfigurationVisitTypeXRef,Tbl_cbb62bed05f14778ba1b3454029295ca.htm,dbo,SXAAMMSPConfigurationVisitTypeXRef,SXAAMMSPConfigurationVisitTypeXRef,SXAAMMSP
dbo.SXAAMMSPFrequencyException,Tbl_3d1ba365a7684182b102a6c2dd45b387.htm,dbo,SXAAMMSPFrequencyException,SXAAMMSPFrequencyException,SXAAMMSP
dbo.SXAAMMSPQuestionnaire,Tbl_2c99d3155abe445590699617d6642408.htm,dbo,SXAAMMSPQuestionnaire,SXAAMMSPQuestionnaire,SXAAMMSP
dbo.SXAAMMSPQuestionnaireHistory,Tbl_e46bbfca46fc4881ad7b74169af723c3.htm,dbo,SXAAMMSPQuestionnaireHistory,SXAAMMSPQuestionnaireHistory,SXAAMMSP
dbo.SXAAMModeOfArrival,Tbl_9232179dd29540718d65fca1b91927f4.htm,dbo,SXAAMModeOfArrival,SXAAMModeOfArrival,SXAAMMod
dbo.SXAAMMotherChildVisitXRef,Tbl_81974b1134c449feb981a67feb8e3a7d.htm,dbo,SXAAMMotherChildVisitXRef,SXAAMMotherChildVisitXRef,SXAAMMot
dbo.SXAAMNonStaffProviderTypeFacilityXRef,Tbl_7f5c3fea1fbd47b1a2c262ff38d5e1be.htm,dbo,SXAAMNonStaffProviderTypeFacilityXRef,SXAAMNonStaffProviderTypeFacilityXRef,SXAAMNon
dbo.SXAAMPatientMatchElement,Tbl_1e48a65d6f334a3b896e9f74bf072723.htm,dbo,SXAAMPatientMatchElement,SXAAMPatientMatchElement,SXAAMPat
dbo.SXAAMPatientMatchType,Tbl_86818f7c05c84c9f8eb4aecd7c9d966b.htm,dbo,SXAAMPatientMatchType,SXAAMPatientMatchType,SXAAMPat
dbo.SXAAMPaymentMethod,Tbl_61ab2f4c1c854276bfd4a730e8cf7f8e.htm,dbo,SXAAMPaymentMethod,SXAAMPaymentMethod,SXAAMPay
dbo.SXAAMPaymentType,Tbl_27839a8cb5a340d1869cd583d5c0774b.htm,dbo,SXAAMPaymentType,SXAAMPaymentType,SXAAMPay
dbo.SXAAMPhoneAddress,Tbl_7ffe472b94cc498da04bfe88a2d84cc7.htm,dbo,SXAAMPhoneAddress,SXAAMPhoneAddress,SXAAMPho
dbo.SXAAMPlaceOfService,Tbl_dd09f09b151440a08f51dac87670930d.htm,dbo,SXAAMPlaceOfService,SXAAMPlaceOfService,SXAAMPla
dbo.SXAAMPlaceOfWorship,Tbl_9bfddcfc3ad34e38992aa114be1d2061.htm,dbo,SXAAMPlaceOfWorship,SXAAMPlaceOfWorship,SXAAMPla
dbo.SXAAMPostalCode,Tbl_36c3ac440a6c4e3ebd657e5455c26a98.htm,dbo,SXAAMPostalCode,SXAAMPostalCode,SXAAMPos
dbo.SXAAMPredefinedComment,Tbl_3c0c9775777742e9b5a26125832bb9d1.htm,dbo,SXAAMPredefinedComment,SXAAMPredefinedComment,SXAAMPre
dbo.SXAAMProviderServiceXREF,Tbl_29d707172c524efc9566c40e227d1d95.htm,dbo,SXAAMProviderServiceXREF,SXAAMProviderServiceXREF,SXAAMPro
dbo.SXAAMREFIncomingReferral,Tbl_ea1f7db748a34d119f5a3ad27ac53671.htm,dbo,SXAAMREFIncomingReferral,SXAAMREFIncomingReferral,SXAAMREF
dbo.SXAAMREFIncomingReferralDuration,Tbl_64e1d012354d478a9c7f5cb943a34f6b.htm,dbo,SXAAMREFIncomingReferralDuration,SXAAMREFIncomingReferralDuration,SXAAMREF
dbo.SXAAMREFIncomingReferralStatus,Tbl_bd40d565c2ea400a912581b9f23190b5.htm,dbo,SXAAMREFIncomingReferralStatus,SXAAMREFIncomingReferralStatus,SXAAMREF
dbo.SXAAMREFIncomingReferralType,Tbl_4119b1f0a2be4e699ec3ee7a5d7689d8.htm,dbo,SXAAMREFIncomingReferralType,SXAAMREFIncomingReferralType,SXAAMREF
dbo.SXAAMREFReferralForm,Tbl_8266d98ae62f4365badcb87be6101492.htm,dbo,SXAAMREFReferralForm,SXAAMREFReferralForm,SXAAMREF
dbo.SXAAMREFReferralFormProviderXREF,Tbl_0b581a3430b8438c9a9a0a1c77ad0ceb.htm,dbo,SXAAMREFReferralFormProviderXREF,SXAAMREFReferralFormProviderXREF,SXAAMREF
dbo.SXAAMRecurringVisitXRef,Tbl_e45db39ccde544f28881e48d11c2c4b8.htm,dbo,SXAAMRecurringVisitXRef,SXAAMRecurringVisitXRef,SXAAMRec
dbo.SXAAMReferringFacility,Tbl_acc303a162b14bf082decf323cfcd1af.htm,dbo,SXAAMReferringFacility,SXAAMReferringFacility,SXAAMRef
dbo.SXAAMRegFormPrintPolicy,Tbl_facf93c67f5c492b98a5454221d5f16a.htm,dbo,SXAAMRegFormPrintPolicy,SXAAMRegFormPrintPolicy,SXAAMReg
dbo.SXAAMRegFormPrintPolicyDtl,Tbl_514637dc76e44adebf41b21bf9f56ab0.htm,dbo,SXAAMRegFormPrintPolicyDtl,SXAAMRegFormPrintPolicyDtl,SXAAMReg
dbo.SXAAMRegFormPrintPolicyDtlLocationXRef,Tbl_14c15d3e954f401898c7882ff52fd060.htm,dbo,SXAAMRegFormPrintPolicyDtlLocationXRef,SXAAMRegFormPrintPolicyDtlLocationXRef,SXAAMReg
dbo.SXAAMRegFormPrintPolicyDtlServiceXRef,Tbl_e9bff115805f4ceea718e6f4c1193d14.htm,dbo,SXAAMRegFormPrintPolicyDtlServiceXRef,SXAAMRegFormPrintPolicyDtlServiceXRef,SXAAMReg
dbo.SXAAMRegFormPrintPolicyDtlVisitStatusXRef,Tbl_15ea3a9d068f48a0bf5dbb153498c09c.htm,dbo,SXAAMRegFormPrintPolicyDtlVisitStatusXRef,SXAAMRegFormPrintPolicyDtlVisitStatusXRef,SXAAMReg
dbo.SXAAMRegFormPrintPolicyDtlVisitTypeXRef,Tbl_f3b6034ed5cb498a97e8cb29119e776a.htm,dbo,SXAAMRegFormPrintPolicyDtlVisitTypeXRef,SXAAMRegFormPrintPolicyDtlVisitTypeXRef,SXAAMReg
dbo.SXAAMResidenceCode,Tbl_28f1347d96fd4512972f2e7e0a71155b.htm,dbo,SXAAMResidenceCode,SXAAMResidenceCode,SXAAMRes
dbo.SXAAMRule,Tbl_d629ddb5a5454f26bd34868137e4a287.htm,dbo,SXAAMRule,SXAAMRule,SXAAMRul
dbo.SXAAMRuleConditionDetail,Tbl_969fafa2183348daa3bacaf1c0b679ff.htm,dbo,SXAAMRuleConditionDetail,SXAAMRuleConditionDetail,SXAAMRul
dbo.SXAAMSexualOrientation,Tbl_ea967afdc2bd439c94d24607f555790b.htm,dbo,SXAAMSexualOrientation,SXAAMSexualOrientation,SXAAMSex
dbo.SXAAMSpecialProgramIndicator,Tbl_29e59adc623848938217ce71769f3333.htm,dbo,SXAAMSpecialProgramIndicator,SXAAMSpecialProgramIndicator,SXAAMSpe
dbo.SXAAMSuffix,Tbl_6d589b5471db4df1bf5e6fd4fdd5ac83.htm,dbo,SXAAMSuffix,SXAAMSuffix,SXAAMSuf
dbo.SXAAMSuspendedProviderXRef,Tbl_6a11f2cd435448f5b267faa918d5520a.htm,dbo,SXAAMSuspendedProviderXRef,SXAAMSuspendedProviderXRef,SXAAMSus
dbo.SXAAMSystemNumber,Tbl_71d69ad04c5e4393bb7a1cf17bc9caa5.htm,dbo,SXAAMSystemNumber,SXAAMSystemNumber,SXAAMSys
dbo.SXAAMTaxonomyCodes,Tbl_630555f312f34e96b198841cb5d743a2.htm,dbo,SXAAMTaxonomyCodes,SXAAMTaxonomyCodes,SXAAMTax
dbo.SXAAMThirdPartyVerification,Tbl_fe465a7e98244c78aaba3a2c6c938d32.htm,dbo,SXAAMThirdPartyVerification,SXAAMThirdPartyVerification,SXAAMThi
dbo.SXAAMThirdPartyVerificationResult,Tbl_0bad7c11a7214b1992985d156338cfa0.htm,dbo,SXAAMThirdPartyVerificationResult,SXAAMThirdPartyVerificationResult,SXAAMThi
dbo.SXAAMThirdPartyVerificationWorkflow,Tbl_2956c5ef0f2d4a1bad386513568ca216.htm,dbo,SXAAMThirdPartyVerificationWorkflow,SXAAMThirdPartyVerificationWorkflow,SXAAMThi
dbo.SXAAMThirdPartyVerificationWorkflowSecGroupXREF,Tbl_10689fc1e17240f5b52c66c0fea6b049.htm,dbo,SXAAMThirdPartyVerificationWorkflowSecGroupXREF,SXAAMThirdPartyVerificationWorkflowSecGroupXREF,SXAAMThi
dbo.SXAAMThirdPartyVerificationWorkflowSecUserXREF,Tbl_1006c71a606945bbb1e79f3fe0ab229a.htm,dbo,SXAAMThirdPartyVerificationWorkflowSecUserXREF,SXAAMThirdPartyVerificationWorkflowSecUserXREF,SXAAMThi
dbo.SXAAMTitle,Tbl_8e4e7e6db7834bcda6e0399b0087de3e.htm,dbo,SXAAMTitle,SXAAMTitle,SXAAMTit
dbo.SXAAMTransportConditionIndicator,Tbl_c51eb39cba4a4ca0a908ed9568bfc72f.htm,dbo,SXAAMTransportConditionIndicator,SXAAMTransportConditionIndicator,SXAAMTra
dbo.SXAAMTransportLocation,Tbl_45ffa0f872cb47d8a90d11076c454052.htm,dbo,SXAAMTransportLocation,SXAAMTransportLocation,SXAAMTra
dbo.SXAAMTransportLocationType,Tbl_dfdd4cd8249646ac9f16533228f52627.htm,dbo,SXAAMTransportLocationType,SXAAMTransportLocationType,SXAAMTra
dbo.SXAAMTransportReason,Tbl_016996f3b7ed42b79e2497cfc3c932d7.htm,dbo,SXAAMTransportReason,SXAAMTransportReason,SXAAMTra
dbo.SXAAMTransportService,Tbl_4e3e8d664f8f48c1bb925c49d731083d.htm,dbo,SXAAMTransportService,SXAAMTransportService,SXAAMTra
dbo.SXAAMTransportTripType,Tbl_3674ef8626d940b88841fa03e7f25bdd.htm,dbo,SXAAMTransportTripType,SXAAMTransportTripType,SXAAMTra
dbo.SXAAMVeteranStatus,Tbl_fca6f8402bc341e1a0ff0b07f94a58b5.htm,dbo,SXAAMVeteranStatus,SXAAMVeteranStatus,SXAAMVet
dbo.SXAAMVirtualEncounterDefault,Tbl_c4898e8bd9f844d5bd7e1875eb55ba96.htm,dbo,SXAAMVirtualEncounterDefault,SXAAMVirtualEncounterDefault,SXAAMVir
dbo.SXAAMVisitAccident,Tbl_2d180d96294c4b558ed73f375b9633aa.htm,dbo,SXAAMVisitAccident,SXAAMVisitAccident,SXAAMVis
dbo.SXAAMVisitAccommodation,Tbl_f549f01290cf405185512624947d00c4.htm,dbo,SXAAMVisitAccommodation,SXAAMVisitAccommodation,SXAAMVis
dbo.SXAAMVisitBillCondition,Tbl_f73328fd63f8407b9bd0a257a23910fa.htm,dbo,SXAAMVisitBillCondition,SXAAMVisitBillCondition,SXAAMVis
dbo.SXAAMVisitBillOccur,Tbl_fc386705dc7e44e0a21ef55182267171.htm,dbo,SXAAMVisitBillOccur,SXAAMVisitBillOccur,SXAAMVis
dbo.SXAAMVisitBillOccurSpan,Tbl_bee3b7e1172440d586468ee0b471313a.htm,dbo,SXAAMVisitBillOccurSpan,SXAAMVisitBillOccurSpan,SXAAMVis
dbo.SXAAMVisitBillValue,Tbl_f5d539ccf3cc42a6bcf13d2d02f05dcd.htm,dbo,SXAAMVisitBillValue,SXAAMVisitBillValue,SXAAMVis
dbo.SXAAMVisitDisplayColumn,Tbl_551bb31e626348dbb36fbfc50d8b2117.htm,dbo,SXAAMVisitDisplayColumn,SXAAMVisitDisplayColumn,SXAAMVis
dbo.SXAAMVisitDisplayColumnXref,Tbl_f9b1d4b681bd46aab16685e41d2a05b5.htm,dbo,SXAAMVisitDisplayColumnXref,SXAAMVisitDisplayColumnXref,SXAAMVis
dbo.SXAAMVisitDisplayDefinition,Tbl_3bbf2b3b052646bb882f7527965b7702.htm,dbo,SXAAMVisitDisplayDefinition,SXAAMVisitDisplayDefinition,SXAAMVis
dbo.SXAAMVisitDisplayFacilityXref,Tbl_18acf36581d34cd6b3a75e6912fe46cc.htm,dbo,SXAAMVisitDisplayFacilityXref,SXAAMVisitDisplayFacilityXref,SXAAMVis
dbo.SXAAMVisitDisplaySecurityXref,Tbl_5eaee5bce268416f8ecae4b1570cf335.htm,dbo,SXAAMVisitDisplaySecurityXref,SXAAMVisitDisplaySecurityXref,SXAAMVis
dbo.SXAAMVisitInsuranceEffectiveTimeSpan,Tbl_744aa6eb813f447097ea1cb2927b9cb2.htm,dbo,SXAAMVisitInsuranceEffectiveTimeSpan,SXAAMVisitInsuranceEffectiveTimeSpan,SXAAMVis
dbo.SXAAMVisitInsuranceHistoryXref,Tbl_28aecac45ef64b418f52d6f5d9e00a96.htm,dbo,SXAAMVisitInsuranceHistoryXref,SXAAMVisitInsuranceHistoryXref,SXAAMVis
dbo.SXAAMVisitPayment,Tbl_ad1104133a274ee18d94c28f04296d2d.htm,dbo,SXAAMVisitPayment,SXAAMVisitPayment,SXAAMVis
dbo.SXAAMVisitReceipt,Tbl_85407d8ebeb14e51988b52c6f1fddb32.htm,dbo,SXAAMVisitReceipt,SXAAMVisitReceipt,SXAAMVis
dbo.SXAAMVisitRegDate,Tbl_39af2165143b45779a5bf25c8a451b64.htm,dbo,SXAAMVisitRegDate,SXAAMVisitRegDate,SXAAMVis
dbo.SXAAMVisitRegistration,Tbl_9681bdfac6b1437b8eee32ee56c387b9.htm,dbo,SXAAMVisitRegistration,SXAAMVisitRegistration,SXAAMVis
dbo.SXAAMVisitStatus,Tbl_c2e6944b87da412ba5c62fb1244cff1c.htm,dbo,SXAAMVisitStatus,SXAAMVisitStatus,SXAAMVis
dbo.SXAAMVisitTransportConditionIndicatorXREF,Tbl_ffeb1e5243e24747a940e92436c245ee.htm,dbo,SXAAMVisitTransportConditionIndicatorXREF,SXAAMVisitTransportConditionIndicatorXREF,SXAAMVis
dbo.SXAAMVisitTransportation,Tbl_a0af442b8f3b4cb1a76aa3fe836d3b1f.htm,dbo,SXAAMVisitTransportation,SXAAMVisitTransportation,SXAAMVis
dbo.SXAAMVisitTypePrefix,Tbl_f5e3cc4e9712404b9706fbae91765ac9.htm,dbo,SXAAMVisitTypePrefix,SXAAMVisitTypePrefix,SXAAMVis
dbo.SXAAMWLAppointmentItemTreatmentStatus,Tbl_e3a8faf4ee614135ba041fc5fe26596b.htm,dbo,SXAAMWLAppointmentItemTreatmentStatus,SXAAMWLAppointmentItemTreatmentStatus,SXAAMWLA
dbo.SXAAMWLAppointmentWaitList,Tbl_442a6e48b4404cf9aaeaf45e72b5b5b1.htm,dbo,SXAAMWLAppointmentWaitList,SXAAMWLAppointmentWaitList,SXAAMWLA
dbo.SXAAMWLCTDictWaitListClockType,Tbl_7f7fe9a5edb2440c9781207a6b5e01c2.htm,dbo,SXAAMWLCTDictWaitListClockType,SXAAMWLCTDictWaitListClockType,SXAAMWLC
dbo.SXAAMWLClockEvent,Tbl_8ee8265af53c438687a1f690296a1862.htm,dbo,SXAAMWLClockEvent,SXAAMWLClockEvent,SXAAMWLC
dbo.SXAAMWLClockGeneral,Tbl_ef26b67bb0b34e40acb7d4a77cc4df0d.htm,dbo,SXAAMWLClockGeneral,SXAAMWLClockGeneral,SXAAMWLC
dbo.SXAAMWLCustomClockCalculation,Tbl_4766913559924d5fbfcd0b5357717c5c.htm,dbo,SXAAMWLCustomClockCalculation,SXAAMWLCustomClockCalculation,SXAAMWLC
dbo.SXAAMWLCustomClockDetail,Tbl_c19fb4f5f26d466a96e5ee2efb48ea9f.htm,dbo,SXAAMWLCustomClockDetail,SXAAMWLCustomClockDetail,SXAAMWLC
dbo.SXAAMWLIndicatedProcedureCatCodeWLTypeXREF,Tbl_9325c3ed1b404655a9cf2486de52c8bc.htm,dbo,SXAAMWLIndicatedProcedureCatCodeWLTypeXREF,SXAAMWLIndicatedProcedureCatCodeWLTypeXREF,SXAAMWLI
dbo.SXAAMWLIndicatedProcedureCode,Tbl_3eece4354af74ee7a813e6e2a7c1b301.htm,dbo,SXAAMWLIndicatedProcedureCode,SXAAMWLIndicatedProcedureCode,SXAAMWLI
dbo.SXAAMWLIndicatedProcedureCodeXREF,Tbl_15f4b63d2fa743debcaa36045a106627.htm,dbo,SXAAMWLIndicatedProcedureCodeXREF,SXAAMWLIndicatedProcedureCodeXREF,SXAAMWLI
dbo.SXAAMWLIndicatorProcedureCatCode,Tbl_0bf7b392baad403c977b9154a393e48d.htm,dbo,SXAAMWLIndicatorProcedureCatCode,SXAAMWLIndicatorProcedureCatCode,SXAAMWLI
dbo.SXAAMWLIndicatorProcedureCategory,Tbl_7b857d84f89946abbd4a2336926fae92.htm,dbo,SXAAMWLIndicatorProcedureCategory,SXAAMWLIndicatorProcedureCategory,SXAAMWLI
dbo.SXAAMWLOffer,Tbl_457b3156b75b4b9cb12db0ebb4acc14c.htm,dbo,SXAAMWLOffer,SXAAMWLOffer,SXAAMWLO
dbo.SXAAMWLOfferCancellationReason,Tbl_411e856fdd9a42e08f67072db96b4472.htm,dbo,SXAAMWLOfferCancellationReason,SXAAMWLOfferCancellationReason,SXAAMWLO
dbo.SXAAMWLOfferCancellationRsnWaitlistTypeXREF,Tbl_9423b6759f3844f5b49583df10cff346.htm,dbo,SXAAMWLOfferCancellationRsnWaitlistTypeXREF,SXAAMWLOfferCancellationRsnWaitlistTypeXREF,SXAAMWLO
dbo.SXAAMWLOfferRejectionReason,Tbl_a21fc835607b498ea65ff73f50b3c9be.htm,dbo,SXAAMWLOfferRejectionReason,SXAAMWLOfferRejectionReason,SXAAMWLO
dbo.SXAAMWLOfferRejectionRsnWaitlistTypeXREF,Tbl_17db559783374665af14adbecdcba92b.htm,dbo,SXAAMWLOfferRejectionRsnWaitlistTypeXREF,SXAAMWLOfferRejectionRsnWaitlistTypeXREF,SXAAMWLO
dbo.SXAAMWLPriorityCategory,Tbl_94af0855cdaf45df97052c0bf8a8235b.htm,dbo,SXAAMWLPriorityCategory,SXAAMWLPriorityCategory,SXAAMWLP
dbo.SXAAMWLPriorityCategoryChangeReason,Tbl_92f5dd30bb9742808df26e7fab863608.htm,dbo,SXAAMWLPriorityCategoryChangeReason,SXAAMWLPriorityCategoryChangeReason,SXAAMWLP
dbo.SXAAMWLPriorityCategoryChangeReasonXREF,Tbl_2631da267b154f95920b812365981cde.htm,dbo,SXAAMWLPriorityCategoryChangeReasonXREF,SXAAMWLPriorityCategoryChangeReasonXREF,SXAAMWLP
dbo.SXAAMWLPriorityCategoryWaitlistTypeXREF,Tbl_8e293c404eb84b69a73c724397b7964d.htm,dbo,SXAAMWLPriorityCategoryWaitlistTypeXREF,SXAAMWLPriorityCategoryWaitlistTypeXREF,SXAAMWLP
dbo.SXAAMWLRemovalReason,Tbl_5cd0b85754c244fa9a041ca741fb43d8.htm,dbo,SXAAMWLRemovalReason,SXAAMWLRemovalReason,SXAAMWLR
dbo.SXAAMWLRemovalReasonWaitlistTypeXREF,Tbl_e083930261a046c4a2b644e438363c2c.htm,dbo,SXAAMWLRemovalReasonWaitlistTypeXREF,SXAAMWLRemovalReasonWaitlistTypeXREF,SXAAMWLR
dbo.SXAAMWLVisitItemTreatmentStatus,Tbl_b69242441d294eeeb61cc9a072e29af7.htm,dbo,SXAAMWLVisitItemTreatmentStatus,SXAAMWLVisitItemTreatmentStatus,SXAAMWLV
dbo.SXAAMWLVisitWaitList,Tbl_d7716fdaa9d64916ba8a596a26e67bfd.htm,dbo,SXAAMWLVisitWaitList,SXAAMWLVisitWaitList,SXAAMWLV
dbo.SXAAMWLWaitList,Tbl_3cc85c240dd54a5b884d636d339f22fd.htm,dbo,SXAAMWLWaitList,SXAAMWLWaitList,SXAAMWLW
dbo.SXAAMWLWaitlistAppointmentXREF,Tbl_6c66c89b330c4c949a468818cceb7b2c.htm,dbo,SXAAMWLWaitlistAppointmentXREF,SXAAMWLWaitlistAppointmentXREF,SXAAMWLW
dbo.SXAAMWLWaitlistClockXREF,Tbl_ea053b8f89f64413ab7357e4ec254b6d.htm,dbo,SXAAMWLWaitlistClockXREF,SXAAMWLWaitlistClockXREF,SXAAMWLW
dbo.SXAAMWLWaitlistResourceXREF,Tbl_9459d0cf89364ee1bf93ee0aaf04b0f6.htm,dbo,SXAAMWLWaitlistResourceXREF,SXAAMWLWaitlistResourceXREF,SXAAMWLW
dbo.SXAAMWLWaitlistType,Tbl_79296ad1b1aa42edbe417353c87c9a52.htm,dbo,SXAAMWLWaitlistType,SXAAMWLWaitlistType,SXAAMWLW
